reviewer,data_extractor,acc_no,author,title,date,journal,doi,obs_no,auth_type,lat_N,lat_S,long_W,long_E,region,country,prev,comp,retal,genus,species,pop_trend,fish_type,fish_gear,fish_spp,fish_mult,fish_loc,method,source,x_norm,x_int,n_int,x_dmg,sd_dmg,n_dmg,economic,gear_comment,comments,to_discuss
KD,JJ,acc_271,"Wienecke B., Robertson G.",Seabird and seal - Fisheries interactions in the Australian Patagonian toothfish Dissostichus eleginoides trawl fishery,2002,Fisheries Research,10.1016/S0165-7836(00)00307-6,obs_1,government,-53 05 00,-54 30 00,72 30 00,72 36 00,Subantartic HIMI,Australia,0,0,0,Arctocephalus,gazella,NA,large,trawl,Dissostichus_eleginoides,0,off,obs_onboard,T3,0.041666667,0.1,301,NA,NA,NA,NA,,Multiple spp. Estimates of the percentage of sightings of pinnipeds (several contact codes of how the animal was interacting) out of all the sightings made in a set observation time during trawls and shots (recorded together here). Another exemplary study for interactions as gives very clear breakdown + time of observation.,
KD,JJ,acc_271,"Wienecke B., Robertson G.",Seabird and seal - Fisheries interactions in the Australian Patagonian toothfish Dissostichus eleginoides trawl fishery,2002,Fisheries Research,10.1016/S0165-7836(00)00307-6,obs_2,government,-53 05 00,-54 30 00,72 30 00,72 36 00,Subantartic MI,Australia,0,0,0,Arctocephalus,gazella,NA,large,trawl,Dissostichus_eleginoides,0,off,obs_onboard,T3,0.041666667,0.000191318,153,NA,NA,NA,NA,,Multiple spp. Estimates of the percentage of sightings of pinnipeds (several contact codes of how the animal was interacting) out of all the sightings made in a set observation time during trawls and shots (recorded together here). Another exemplary study for interactions as gives very clear breakdown + time of observation.,
KD,KD,acc_289,"Meyer , M. A. , Kotze , P. G. H. , and Brill , G. W.",Consumption of catch and interference with linefi shing by South African (Cape) fur seals Arctocephalus pusillus pusillus,1992,South African Journal of Marine Science,10.2989/02577619209504745,obs_2,fisheries,-31 48 44.70,-35 02 07.77,17 31 18.39,20 13 43.42,South Western and Western Cape,South Africa,0,0,0,Arctocephalus,pusillus_pusillus,2,small,line,NA,1,near,obs_onboard,T2,1,NA,NA,0.023,0.0684,167,1,Quantify gear damage from one fisher,"P 837 (4) - Authors describe effort as boat days, and that 167 fishing trips were analysed. So I'm assuming that 1 boat trip = 1 fishing trip. They say that returns covered 811.3 hours of fishing.",Average over 1988-1992 period - records for when at least one author was on board vessel
KD,KD,acc_289,"Meyer , M. A. , Kotze , P. G. H. , and Brill , G. W.",Consumption of catch and interference with linefi shing by South African (Cape) fur seals Arctocephalus pusillus pusillus,1992,South African Journal of Marine Science,10.2989/02577619209504745,obs_7,fisheries,-31 48 44.70,-35 02 07.77,17 31 18.39,20 13 43.42,South Western and Western Cape,South Africa,0,0,0,Arctocephalus,pusillus_pusillus,2,small,line,NA,1,near,obs_onboard,T1,1,0.771084,166,NA,NA,NA,1,Quantify gear damage from one fisher,"P 837 (4) - Authors describe effort as boat days, and that 167 fishing trips were analysed. So I'm assuming that 1 boat trip = 1 fishing trip. They say that returns covered 811.3 hours of fishing.",NA
WA,WA,acc_376,"Seco Pon JP, Copello S, Morettini A, Lertora HP, Bruno I, Bastida J, Mauco J, Favero M",Seabird and marine-mammal attendance and bycatch in semi-industrial trawl fisheries in nearshore waters of northern Argentina,2013,Marine Freshwater Research,10.1071/ MF12312,obs_1,fisheries,-37 25 00,-38 10 00,-57 37 00,-57 28 00,"Mar del Plata Harbor, south-eastern Buenos Aires Province",Argentina,0,0,0,Otaria,flavescens,0,small,trawl,Odontesthes,0,near,obs_onboard,T1,0.45,0.1,28,NA,NA,NA,0,,"Bibliography, semi-industrial mid-water",
WA,WA,acc_376,"Seco Pon JP, Copello S, Morettini A, Lertora HP, Bruno I, Bastida J, Mauco J, Favero M",Seabird and marine-mammal attendance and bycatch in semi-industrial trawl fisheries in nearshore waters of northern Argentina,2013,Marine Freshwater Research,10.1071/ MF12312,obs_2,fisheries,-37 25 00,-38 10 00,-57 37 00,-57 28 00,"Mar del Plata Harbor, south-eastern Buenos Aires Province",Argentina,0,0,0,Otaria,flavescens,0,small,trawl,Odontesthes,0,near,obs_onboard,T1,0.2,0.65,9,NA,NA,NA,0,,"Bibliography, bottom otter trawl",
WA,WA,acc_377,Szteren D,Predation of Otaria flavescens over artisanal fisheries in Uruguay: opportunism or prey selectivity?,2006,The Latin American Journal of Aquatic Mammals,10.5597/lajam00089,obs_1,academia,-33 00 00,-37 00 00,-60 00 00,-50 00 00,Buceo,Uruguay,0,0,0,Otaria,flavescens,0,small,net,Macrodon_ancylodon,0,near,obs_onboard,T1,0.146,NA,NA,0.06,NA,6,0,,"Bibliography. The GillNet soak time was quoted as between 2-5 hours, so chosen the midpoint value of 3.5 hours, or 0.146 days.",
WA,WA,acc_377,Szteren D,Predation of Otaria flavescens over artisanal fisheries in Uruguay: opportunism or prey selectivity?,2006,The Latin American Journal of Aquatic Mammals,10.5597/lajam00089,obs_2,academia,-33 00 00,-37 00 00,-60 00 00,-50 00 00,Piriápolis,Uruguay,0,0,0,Otaria,flavescens,0,small,net,Urophycis_brasiliensis,0,near,obs_onboard,T1,0.146,NA,NA,1,NA,1,0,,"Bibliography. The GillNet soak time was quoted as between 2-5 hours, so chosen the midpoint value of 3.5 hours, or 0.146 days.",
WA,WA,acc_377,Szteren D,Predation of Otaria flavescens over artisanal fisheries in Uruguay: opportunism or prey selectivity?,2006,The Latin American Journal of Aquatic Mammals,10.5597/lajam00089,obs_3,academia,-33 00 00,-37 00 00,-60 00 00,-50 00 00,Piriápolis,Uruguay,0,0,0,Otaria,flavescens,0,small,line,Urophycis_brasiliensis,0,near,obs_onboard,T1,0.5,NA,NA,0.11,NA,8,0,,"Bibliography. The longline soak time was quoted as being from 'set at sunset' and 'retreived in the morning', so a good conservative approximnate estimate is 6pm to 6am, or 0.5 days.",
WA,WA,acc_377,Szteren D,Predation of Otaria flavescens over artisanal fisheries in Uruguay: opportunism or prey selectivity?,2006,The Latin American Journal of Aquatic Mammals,10.5597/lajam00089,obs_4,academia,-33 00 00,-37 00 00,-60 00 00,-50 00 00,La Paloma,Uruguay,0,0,0,Otaria,flavescens,0,small,net,Mustelus_schmitti,0,near,obs_onboard,T1,0.146,NA,NA,0.01,NA,3,0,,"Bibliography. The GillNet soak time was quoted as between 2-5 hours, so chosen the midpoint value of 3.5 hours, or 0.146 days.",
WA,WA,acc_377,Szteren D,Predation of Otaria flavescens over artisanal fisheries in Uruguay: opportunism or prey selectivity?,2006,The Latin American Journal of Aquatic Mammals,10.5597/lajam00089,obs_5,academia,-33 00 00,-37 00 00,-60 00 00,-50 00 00,La Paloma,Uruguay,0,0,0,Otaria,flavescens,0,small,line,Cynoscion_guatucupa,0,near,obs_onboard,T1,0.5,NA,NA,0.02,NA,3,0,,"Bibliography. The longline soak time was quoted as being from 'set at sunset' and 'retreived in the morning', so a good conservative approximnate estimate is 6pm to 6am, or 0.5 days.",
WA,WA,acc_377,Szteren D,Predation of Otaria flavescens over artisanal fisheries in Uruguay: opportunism or prey selectivity?,2006,The Latin American Journal of Aquatic Mammals,10.5597/lajam00089,obs_6,academia,-33 00 00,-37 00 00,-60 00 00,-50 00 00,Cabo Polonio,Uruguay,0,0,0,Otaria,flavescens,0,small,net,Mustelus_schmitti,0,near,obs_onboard,T1,0.146,NA,NA,0.05,NA,10,0,,"Bibliography. The GillNet soak time was quoted as between 2-5 hours, so chosen the midpoint value of 3.5 hours, or 0.146 days.",
WA,WA,acc_378,"Szteren D, Lezama C","Southern sea lions and artisanal fisheries in Piriápolis, Uruguay: interactions in 1997, 2001, and 2002",2006,"Sea lions of the world, Fairbanks.",10.4027/slw.2006.37,obs_1,academia,-33 00 00,-37 00 00,-58 00 00,-52 00 00,Piriápolis,Uruguay,0,0,0,Otaria,flavescens,0,small,net,Urophycis_brasiliensis,0,near,obs_onboard,T1,0.666,0.71,11,0.71,NA,7,0,,"Three data years reported in the paper (1997, 2001, 2002), however no average across years was reported and the raw data is not provided in SM. Have included the middle year for reporting purposes as decided to not average across means without knowing the underlying data. Can include this protocol in SM?",
WA,WA,acc_378,"Szteren D, Lezama C","Southern sea lions and artisanal fisheries in Piriápolis, Uruguay: interactions in 1997, 2001, and 2002",2006,"Sea lions of the world, Fairbanks.",10.4027/slw.2006.37,obs_2,academia,-33 00 00,-37 00 00,-58 00 00,-52 00 00,Piriápolis,Uruguay,0,0,0,Otaria,flavescens,0,small,line,Urophycis_brasiliensis,0,near,obs_onboard,T1,0.666,0.62,8,0.62,NA,8,0,,"Three data years reported in the paper (1997, 2001, 2002), however no average across years was reported and the raw data is not provided in SM. Have included the middle year for reporting purposes as decided to not average across means without knowing the underlying data. Can include this protocol in SM?",
WA,WA,acc_243,"Soffker M., Trathan P., Clark J., Collins M.A., Belchier M., Scott R.",The impact of predation by marine mammals on Patagonian toothfish longline fisheries,2015,PLoS ONE,10.1371/journal.pone.0118113,obs_1,government,-53 00 00,-56 00 00,-44 30 00,-34 00 00,South Georgia Island,South Georgia and the South Sandwich Islands,1,0,0,Arctocephalus,gazella,NA,large,line,Dissostichus_eleginoides,0,off,obs_onboard,T1,0.5772171,0.089,35850,NA,NA,NA,0,,"87% of longline sets between 1996 and 2012 were observed. Only the number of sets with fur seals observed, and the number of sets without marine mammals, and the number of sets with orca, and the number of sets with sperm whales provided, but not number of total number of sets observed!",
WA,KD,acc_116,"Huckstadt L.A., Antezana T.",Behaviour of the southern sea lion (Otaria flavescens) and consumption of the catch during purse-seining for jack mackerel (Trachurus symmetricus) off central Chile,2003,ICES Journal of Marine Science,10.1016/S1054-3139(03)00100-0,obs_1,academia,-35 35 00,-38 38 00,-75 00 00,-72 00 00,Southern Ocean,Chile,0,0,0,Otaria,flavescens,NA,large,net,Trachurus_symmetricus,0,near,obs_onboard,T1,0.0625,0.935483871,31,NA,NA,NA,1,none,"Duration of purse-seine operations averaged 90min, with range of 70-130 minutes (p1004). But we don't know how many sets per day.","I think this goes into the survey column, unless we can work out how many sets per day. JJ - there was temporal info here."
